prompt_id,entropy,latency,tokens_used,correct,llm_answer,ground_truth,avg_au,avg_eu,cosine
prompt0,,86.72548413276672,370,buggy,None,18,,,
prompt1,,387.38464999198914,1200,buggy,None,3,,,
prompt2,0.42436297727244054,1.5657942295074463,8,no,47000,70000,3.1015625,0.048828125,0.5726318359375
prompt3,0.6717959187268692,1.3634114265441895,7,no,378,540,4.24609375,0.053741455078125,0.16064453125
prompt4,,28.988362073898315,133,buggy,None,20,,,
prompt5,0.34222860930130206,58.46403884887695,264,no,32,64,0.5400390625,0.0396270751953125,0.6492919921875
prompt6,0.0,15.38360333442688,77,yes,260,260,0.0,0.035786946614583336,1.0
prompt7,0.23190079927724563,51.19985103607178,232,no,26520,160,1.359375,0.04239501953125,0.5388916015625
prompt8,,0.21288561820983887,1,buggy,None,45,,,
prompt9,0.7038201884197582,1.3595073223114014,7,no,450,460,5.24609375,0.05908203125,0.1534423828125
prompt10,0.21277689256952334,10.132468700408936,51,yes,366,366,1.4856770833333333,0.040364583333333336,0.7200113932291666
prompt11,0.29283873407598165,5.840940952301025,30,no,1450,694,2.13671875,0.045928955078125,0.7133382161458334
prompt12,0.5845648155754043,11.756659507751465,58,no,61800180,13,4.24951171875,0.04593658447265625,0.22283935546875
prompt13,0.4244256639390218,68.97474575042725,304,no,6,18,0.681640625,0.039215087890625,0.4619140625
prompt14,,35.27614998817444,169,buggy,None,60,,,
prompt15,,74.7056291103363,316,buggy,None,125,,,
prompt16,0.0,7.176180362701416,37,yes,230,230,0.0,0.036651611328125,1.0
prompt17,0.15845850487219287,22.16408944129944,108,no,50000,57500,0.5990234375,0.041375732421875,0.6853515625
prompt18,,0.1946415901184082,1,buggy,None,7,,,
prompt19,0.7617290768084751,1.7551350593566895,9,no,5.5,6,2.8675130208333335,0.048075358072916664,0.28662109375
prompt20,,3.8771848678588867,20,buggy,None,15,,,
prompt21,0.0,13.332448959350586,67,no,2,14,0.0,0.036590576171875,1.0
prompt22,,22.120577335357666,108,buggy,None,7,,,
prompt23,0.5447573871777458,51.50461483001709,239,no,0,8,1.7705078125,0.04437255859375,0.441650390625
prompt24,0.25667204683301303,16.972192764282227,85,no,21.9375,26,0.49111328125,0.03829345703125,0.757763671875
prompt25,,87.06077456474304,368,buggy,None,2,,,
prompt26,0.8869780603402801,1.3685643672943115,7,no,0,243,5.6484375,0.05572509765625,0.16650390625
prompt27,,53.934192419052124,245,buggy,None,16,,,
prompt28,0.10320059712376216,10.436943769454956,53,yes,25,25,0.34033203125,0.0363922119140625,0.7169189453125
prompt29,,400.8059730529785,1200,buggy,None,104,,,
prompt30,,391.1613087654114,1200,buggy,None,109,,,
prompt31,,15.435855627059937,76,buggy,None,80,,,
prompt32,,30.916426420211792,150,buggy,None,35,,,
prompt33,0.6186089389161995,5.833125829696655,30,no,65,70,3.55078125,0.0543212890625,0.276123046875
prompt34,,59.63660192489624,272,buggy,None,23,,,
